episode,avg_reward,avg_reward_100,avg_loss,epsilon,hits,mem_MB,elapsed_hours
10,5792.715625000002,3045.9350000000018,71.53911184277534,0.049911691230058335,1259,293.953125,0.0455056467321184
20,3799.434375000005,4072.166718750001,78.25968289189339,0.049911691230058335,623,336.19921875,0.09252460506227281
